Binomial,Intro,Est,Spread,NoLocs,LG,BM,GT,WA,NBM,LS,LY,AFB,RL,OV
Praomys_derooi,0,NA,NA,NA,NA,32,NA,NA,NA,3.5,NA,NA,NA,NA
Praomys_hartwigi,0,NA,NA,NA,NA,38.86,NA,NA,NA,3.49,NA,NA,NA,NA
Praomys_jacksoni,0,NA,NA,NA,NA,39.01,35.49,30,NA,3.67,NA,72.0875,NA,NA
Praomys_lukolelae,0,NA,NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA
Praomys_morio,0,NA,NA,NA,NA,41.73,35.99,30.77,2.68,3.28,NA,141.5,NA,NA
Praomys_tullbergi,0,NA,NA,NA,5.2,37.1,23.9,24.5,2.7,3.36,4,114.83,1783.17,0.051172911
Presbytis_comata,0,NA,NA,NA,NA,6550.07,NA,NA,NA,1.01,NA,NA,NA,NA
Presbytis_femoralis,0,NA,NA,NA,NA,7026.91,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis_frontata,0,NA,NA,NA,NA,6096.6,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis_hosei,0,NA,NA,NA,NA,6277.78,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis_melalophos,0,NA,NA,NA,20,6439.12,NA,NA,NA,1.01,NA,NA,NA,NA
Presbytis_potenziani,0,NA,NA,NA,NA,6449.53,NA,NA,NA,1.02,NA,NA,NA,NA
Presbytis_rubicunda,0,NA,NA,NA,NA,6348.53,NA,NA,NA,1.01,NA,NA,NA,NA
Presbytis_siamensis,0,NA,NA,NA,NA,5895.06,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis_thomasi,0,NA,NA,NA,NA,6689.99,NA,NA,NA,NA,NA,NA,NA,NA
Priodontes_maximus,0,NA,NA,NA,15,40641.89,124.24,34.8,113,1.5,NA,319.375,5155.625,NA
Prionailurus_bengalensis,0,NA,NA,NA,17,2780.97,70.18,24.85,83,2.5,NA,563.3166667,5641.683333,NA
Prionailurus_planiceps,0,NA,NA,NA,14,3533.76,56,NA,NA,NA,NA,NA,NA,NA
Prionailurus_rubiginosus,0,NA,NA,NA,17.9,1418.75,67.82916667,NA,NA,2.23,NA,NA,NA,NA
Prionailurus_viverrinus,0,NA,NA,NA,17.2,8826.46,71.43,135.96,170,2,NA,NA,NA,NA
Prionodon_linsang,0,NA,NA,NA,10.7,684.83,NA,NA,40,2.3,NA,NA,NA,NA
Prionodon_pardicolor,0,NA,NA,NA,NA,1142.68,NA,NA,NA,2,NA,NA,NA,NA
Prionomys_batesi,0,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA
Procapra_gutturosa,1,1,0,1,12,28274.27,189.94,38.97,2900,1.41,1,532.644,3847.356,0.094870347
Procapra_picticaudata,0,NA,NA,NA,NA,23197.67,NA,NA,NA,1,NA,NA,NA,NA
Procapra_przewalskii,0,NA,NA,NA,NA,27499.99,NA,NA,NA,NA,NA,NA,NA,NA
Procavia_capensis,0,NA,NA,NA,14.8,2952.48,231.24,90.99,203.49,2.5,1,2190,3212,0.113636364
Procolobus_verus,0,NA,NA,NA,NA,3977.86,167.84,NA,NA,1.02,NA,NA,NA,NA
Procyon_cancrivorus,0,NA,NA,NA,19,6931.72,69.35,111.36,70,2.62,NA,NA,NA,NA
Procyon_lotor,1,1,1,43,21,6373.72,65,104.16,82.46,3.06,1,345.153312,7319.846688,0.049864432
Procyon_pygmaeus,0,NA,NA,NA,NA,2958.03,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_brevicauda,0,NA,NA,NA,6.8,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_canicollis,0,NA,NA,NA,NA,312.57,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_chrysaeolus,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_cuvieri,0,NA,NA,NA,NA,339.85,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_decumanus,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_goeldii,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_guairae,0,NA,NA,NA,7,349.28,62.99,10.21,25.45,2.79,4.4,85.16666667,2469.833333,0.033587103
Proechimys_guyannensis,0,NA,NA,NA,4.8,314.03,63.41,28,24.7,2.16,NA,208,1544,NA
Proechimys_hoplomyoides,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_longicaudatus,0,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_magdalenae,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_mincae,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_oconnelli,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_poliopus,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_quadruplicatus,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_roberti,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_semispinosus,0,NA,NA,NA,5.8,353.32,65.65,41.2,26.22,2.84,4.68,199.8375,1917.1625,0.040680669
Proechimys_simonsi,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_steerei,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Proechimys_urichi,0,NA,NA,NA,NA,284.99,NA,NA,NA,NA,NA,NA,NA,NA
Profelis_aurata,0,NA,NA,NA,21,11277.17,81.34,119.32,211.24,2.25,NA,NA,NA,NA
Prolemur_simus,0,NA,NA,NA,12,2030.41,140,NA,NA,1,1,NA,NA,NA
Prometheomys_schaposchnikowi,0,NA,NA,NA,NA,75,NA,21,NA,3.4,2,NA,NA,NA
Promops_centralis,0,NA,NA,NA,NA,29.8,NA,41.99,2.44,0.99,1,NA,NA,NA
Promops_nasutus,0,NA,NA,NA,NA,15.5,NA,NA,3.57,NA,NA,NA,NA,NA
Pronolagus_crassicaudatus,0,NA,NA,NA,NA,2415.27,NA,NA,NA,1.5,NA,NA,NA,NA
Pronolagus_randensis,0,NA,NA,NA,NA,2376.47,NA,NA,NA,1.05,NA,NA,NA,NA
Pronolagus_rupestris,0,NA,NA,NA,NA,2249.99,NA,NA,NA,2,NA,NA,NA,NA
Propithecus_coquereli,0,NA,NA,NA,NA,4189.27,140.99,180.96,102.45,1,NA,1533,NA,NA
Propithecus_diadema,0,NA,NA,NA,21,6568.99,152.08,256.27,134.99,1.01,0.48,1553.07,6111.93,0.124415147
Propithecus_edwardsi,0,NA,NA,NA,NA,6573.27,NA,NA,NA,NA,NA,NA,NA,NA
Propithecus_tattersalli,0,NA,NA,NA,20,3531.39,NA,152.13,97.47,NA,NA,1642.5,5657.5,NA
Propithecus_verreauxi,0,NA,NA,NA,31,3588.26,149.77,177.83,102.65,1.02,1,1668.05,9646.95,0.037835793
Proteles_cristata,0,NA,NA,NA,25,8139.39,90.62,125.73,275,2.64,NA,NA,NA,NA
Protochromys_fellowsi,0,NA,NA,NA,NA,78.99,NA,20,NA,2.68,NA,NA,NA,NA
Protoxerus_aubinnii,0,NA,NA,NA,NA,427.94,NA,NA,NA,NA,NA,NA,NA,NA
Protoxerus_stangeri,0,NA,NA,NA,5.1,630.43,NA,NA,NA,1.47,NA,NA,NA,NA
Przewalskium_albirostris,0,NA,NA,NA,18,161681.9,263.41,NA,NA,1,1,730,5840,0.0625
Psammomys_obesus,0,NA,NA,NA,3.2,102.15,24.8,24.18,6.2,3.49,NA,296.56,871.44,NA
Pseudantechinus_bilarni,0,NA,NA,NA,3,23.05,38.98,111.36,NA,4.75,1,NA,NA,NA
Pseudantechinus_macdonnellensis,0,NA,NA,NA,7,36.88,44.72,97.72,0.01,5.88,1,NA,NA,NA
Pseudantechinus_ningbing,0,NA,NA,NA,2,20.74,46.71,111.68,NA,4,NA,NA,NA,NA
Pseudantechinus_woolleyae,0,NA,NA,NA,4,43.23,NA,NA,NA,5.99,NA,NA,NA,NA
Pseudocheirus_peregrinus,1,1,NA,3,10.1,895.22,NA,197.14,0.29,1.89,1.5,365,3321.5,0.073260073
Pseudochirops_albertisii,0,NA,NA,NA,NA,784.85,NA,NA,NA,1.02,NA,NA,NA,NA
Pseudochirops_archeri,0,NA,NA,NA,NA,1145.92,NA,NA,NA,1.03,NA,NA,NA,NA
Pseudochirops_corinnae,0,NA,NA,NA,NA,1123,NA,NA,NA,1.02,NA,NA,NA,NA
Pseudochirops_coronatus,0,NA,NA,NA,NA,1395.85,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochirops_cupreus,0,NA,NA,NA,NA,1764.08,NA,NA,NA,1.01,NA,NA,NA,NA
Pseudochirulus_canescens,0,NA,NA,NA,NA,300,NA,NA,NA,2.57,NA,NA,NA,NA
Pseudochirulus_caroli,0,NA,NA,NA,NA,456.02,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochirulus_cinereus,0,NA,NA,NA,NA,977.48,NA,NA,NA,2,NA,NA,NA,NA
Pseudochirulus_forbesi,0,NA,NA,NA,NA,639.16,NA,NA,NA,1.26,NA,NA,NA,NA
Pseudochirulus_herbertensis,0,NA,NA,NA,NA,1098.34,NA,159.09,0.17,1.89,1.05,486.66,NA,NA
Pseudochirulus_mayeri,0,NA,NA,NA,NA,151.75,NA,NA,NA,1.26,NA,NA,NA,NA
Pseudohydromys_ellermani,0,NA,NA,NA,NA,21.4,NA,NA,NA,NA,NA,NA,NA,NA
Pseudohydromys_fuscus,0,NA,NA,NA,NA,18.74,NA,NA,NA,NA,NA,NA,NA,NA
Pseudohydromys_murinus,0,NA,NA,NA,NA,16.79,NA,NA,NA,0.97,NA,NA,NA,NA
Pseudohydromys_occidentalis,0,NA,NA,NA,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA
Pseudois_nayaur,1,0,NA,1,24,52334.57,159.74,182.6208,NA,1.22,1,730,8030,0.045454545
Pseudois_schaeferi,0,NA,NA,NA,NA,29249.99,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomys_albocinereus,0,NA,NA,NA,NA,30.5,29.75,29.58,NA,3.89,1,76.04166667,NA,NA
Pseudomys_apodemoides,0,NA,NA,NA,NA,23.78,44.49,34.99,NA,4.9,3,NA,NA,NA
Pseudomys_australis,0,NA,NA,NA,7.9,52.97,31.35,25.9,4.47,3,NA,109.1958333,2774.304167,NA
Pseudomys_bolami,0,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomys_chapmani,0,NA,NA,NA,6.8,10.95,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomys_delicatulus,0,NA,NA,NA,NA,8.56,29.89,27,NA,3.19,NA,NA,NA,NA
Pseudomys_desertor,0,NA,NA,NA,NA,37.09,28.96,24.49,NA,3,NA,76.04166667,NA,NA
Pseudomys_fieldi,0,NA,NA,NA,NA,42.35,29.49,28.9,NA,3.49,NA,NA,NA,NA
Pseudomys_fumeus,0,NA,NA,NA,6.5,68.75,NA,NA,NA,3.5,1.5,NA,NA,NA
Pseudomys_gracilicaudatus,0,NA,NA,NA,NA,79.53,27,25.66,4.26,2.91,NA,NA,NA,NA
Pseudomys_hermannsburgensis,0,NA,NA,NA,NA,13.38,31.5,30,NA,2,NA,76.34583333,NA,NA
Pseudomys_higginsi,0,NA,NA,NA,4,63.16,32.16,27,5.33,2.62,2,273.75,1186.25,0.153846154
Pseudomys_johnsoni,0,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomys_laborifex,0,NA,NA,NA,6.9,12,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomys_nanus,0,NA,NA,NA,NA,70.38,23.99,25,NA,3,NA,101.2875,NA,NA
Pseudomys_novaehollandiae,0,NA,NA,NA,NA,16.8,31.48,25.2,1.84,4.43,4,91.55416667,NA,NA
Pseudomys_occidentalis,0,NA,NA,NA,NA,34,NA,NA,NA,3,NA,NA,NA,NA
Pseudomys_oralis,0,NA,NA,NA,NA,95,NA,NA,NA,2.5,NA,NA,NA,NA
Pseudomys_pilligaensis,0,NA,NA,NA,NA,10.72,28.2875,NA,NA,3,NA,NA,NA,NA
Pseudomys_shortridgei,0,NA,NA,NA,6,72.06,NA,NA,NA,3,1,334.5833333,1855.416667,0.196721311
Pseudorca_crassidens,0,NA,NA,NA,62.5,1360000,462,547.5,NA,0.97,0.14,3489.704167,19322.79583,0.134925757
Pseudoryzomys_simplex,0,NA,NA,NA,NA,45.2,NA,NA,NA,NA,NA,NA,NA,NA
Ptenochirus_jagori,0,NA,NA,NA,8,79.18,125.14,89.99,17.4,1,2,243.33,2676.67,0.068181733
Ptenochirus_minor,0,NA,NA,NA,NA,47.02,NA,NA,NA,NA,NA,NA,NA,NA
Pteralopex_acrodonta,0,NA,NA,NA,NA,257.53,NA,NA,NA,NA,NA,NA,NA,NA
Pteralopex_anceps,0,NA,NA,NA,NA,574.75,NA,NA,NA,1,NA,NA,NA,NA
Pteralopex_atrata,0,NA,NA,NA,NA,490.8,NA,NA,NA,NA,NA,NA,NA,NA
Pteralopex_pulchra,0,NA,NA,NA,NA,291.15,NA,NA,NA,NA,NA,NA,NA,NA
Pteromys_volans,0,NA,NA,NA,11.4,143.09,28.18,45.625,NA,2.5,1.5,NA,NA,NA
Pteromyscus_pulverulentus,0,NA,NA,NA,NA,251.3,NA,NA,NA,1.28,NA,NA,NA,NA
Pteronotus_davyi,0,NA,NA,NA,NA,9.52,NA,NA,1.15,0.99,1,NA,NA,NA
Pteronotus_gymnonotus,0,NA,NA,NA,NA,13.6,NA,NA,NA,0.98,NA,NA,NA,NA
Pteronotus_parnellii,0,NA,NA,NA,NA,19.59,107.97,NA,NA,0.99,1,NA,NA,NA
Pteronotus_personatus,0,NA,NA,NA,NA,7.99,NA,NA,NA,0.98,NA,NA,NA,NA
Pteronotus_quadridens,0,NA,NA,NA,NA,5.64,156.43,NA,2.14,1.21,1,NA,NA,NA
Pteronura_brasiliensis,0,NA,NA,NA,17.3,26000,70,120.48,204.25,2.12,1,730,5584.5,0.065359477
Pteropus_admiralitatum,0,NA,NA,NA,NA,306.46,NA,NA,NA,1,NA,NA,NA,NA
Pteropus_aldabrensis,0,NA,NA,NA,NA,310.29,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_alecto,0,NA,NA,NA,19.7,610.13,NA,89.17,NA,1,1,NA,NA,NA
Pteropus_anetianus,0,NA,NA,NA,NA,397.22,NA,NA,NA,0.98,NA,NA,NA,NA
Pteropus_caniceps,0,NA,NA,NA,NA,525.12,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_capistratus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Pteropus_chrysoproctus,0,NA,NA,NA,NA,730.19,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_conspicillatus,0,NA,NA,NA,NA,760.71,NA,139.51,NA,1,NA,NA,NA,NA
Pteropus_dasymallus,0,NA,NA,NA,31,491.86,NA,NA,NA,1,NA,NA,NA,NA
Pteropus_fundatus,0,NA,NA,NA,NA,210.67,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_giganteus,0,NA,NA,NA,40,824.85,166.59,152.08,90.32,0.99,1,NA,NA,NA
Pteropus_gilliardorum,0,NA,NA,NA,NA,406.94,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_howensis,0,NA,NA,NA,NA,232.92,NA,NA,34.56,0.98,NA,NA,NA,NA
Pteropus_hypomelanus,0,NA,NA,NA,20.3,435.61,NA,94.86,NA,1,1,NA,NA,NA
Pteropus_leucopterus,0,NA,NA,NA,NA,343.81,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_livingstonii,0,NA,NA,NA,15,734.27,152.08,151.22,137.43,1,NA,NA,NA,NA
Pteropus_lombocensis,0,NA,NA,NA,NA,256.15,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_lylei,0,NA,NA,NA,20.4,319.75,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_macrotis,0,NA,NA,NA,NA,365.99,NA,350.78,NA,1,NA,NA,NA,NA
Pteropus_mahaganus,0,NA,NA,NA,NA,297.28,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_mariannus,0,NA,NA,NA,NA,458.58,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_melanopogon,0,NA,NA,NA,NA,874.94,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_melanotus,0,NA,NA,NA,NA,NA,156.43,NA,NA,1,1,NA,NA,NA
Pteropus_neohibernicus,0,NA,NA,NA,NA,1017.37,NA,NA,NA,1,NA,NA,NA,NA
Pteropus_niger,0,NA,NA,NA,19.4,474.43,NA,NA,NA,1,NA,NA,NA,NA
Pteropus_nitendiensis,0,NA,NA,NA,NA,275.56,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_ocularis,0,NA,NA,NA,NA,228.76,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_ornatus,0,NA,NA,NA,NA,336.25,187.72,NA,NA,0.98,1,NA,NA,NA
Pteropus_personatus,0,NA,NA,NA,NA,130.84,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_pohlei,0,NA,NA,NA,NA,352.75,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_poliocephalus,0,NA,NA,NA,23.6,702.78,187.72,120,70,1,1,760.41,7853.59,0.046475561
Pteropus_pselaphon,0,NA,NA,NA,16.7,NA,NA,NA,NA,0.98,NA,NA,NA,NA
Pteropus_pumilus,0,NA,NA,NA,17.2,184.05,NA,NA,NA,NA,2,NA,NA,NA
Pteropus_rayneri,0,NA,NA,NA,NA,661.28,NA,181.36,68.45,0.99,NA,NA,NA,NA
Pteropus_rodricensis,0,NA,NA,NA,30,256.17,154.24,149.74,45,1,1,NA,NA,NA
Pteropus_samoensis,0,NA,NA,NA,NA,309.99,NA,143.2,NA,NA,NA,NA,NA,NA
Pteropus_scapulatus,0,NA,NA,NA,15.8,380.35,NA,133.76,NA,1,NA,NA,NA,NA
Pteropus_seychellensis,0,NA,NA,NA,NA,492.2,156.43,NA,NA,1,1,NA,NA,NA
Pteropus_tonganus,0,NA,NA,NA,NA,561.51,167.29,143.2,94.16,1,NA,NA,NA,NA
Pteropus_vampyrus,0,NA,NA,NA,20.9,1027.54,NA,104.69,NA,0.99,1,NA,NA,NA
Pteropus_vetulus,0,NA,NA,NA,NA,151.54,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus_voeltzkowi,0,NA,NA,NA,NA,542.4,152.08,143.2,NA,1,1,NA,NA,NA
Pteropus_woodfordi,0,NA,NA,NA,NA,122.67,NA,NA,NA,NA,NA,NA,NA,NA
Ptilocercus_lowii,0,NA,NA,NA,2.7,42.5,NA,NA,NA,2,NA,NA,NA,NA
Pudu_mephistophiles,0,NA,NA,NA,10,9599.96,NA,NA,400,1,NA,NA,NA,NA
Pudu_puda,0,NA,NA,NA,21,9642.62,210,54.75,780,1.22,NA,174.2875,7490.7125,NA
Puma_concolor,0,NA,NA,NA,23.8,53954.05,92.3,48.46,409.87,2.76,0.75,623.54,8063.46,0.060354571
Puma_yagouaroundi,1,1,0,1,18.6,6875,75.01,30,136,2.5,2,NA,NA,NA
Punomys_lemminus,0,NA,NA,NA,NA,84.8,NA,NA,NA,1.94,NA,NA,NA,NA
Pusa_caspica,1,0,NA,2,50,62326.2,334.58,31.32,4182.6,1,0.5,2190,16060,0.045454545
Pusa_hispida,0,NA,NA,NA,46,70963.6,270,45.23,4500,1,0.8,2248.704167,14541.29583,0.031376158
Pusa_sibirica,0,NA,NA,NA,56,89499.99,277.63,66.11,3050,1,1,1760.516667,18679.48333,0.019540155
Pygathrix_nemaeus,0,NA,NA,NA,26,9411.1,182.88,NA,463,1.01,NA,NA,NA,NA
Pygathrix_nigripes,0,NA,NA,NA,NA,10333.32,NA,NA,NA,1,NA,NA,NA,NA
Pygeretmus_platyurus,0,NA,NA,NA,NA,NA,NA,NA,NA,5.17,NA,NA,NA,NA
Pygeretmus_pumilio,0,NA,NA,NA,NA,52.24,27.5,NA,NA,3.35,1.5,157.5583333,NA,NA
Pygeretmus_shitkovi,0,NA,NA,NA,NA,NA,NA,NA,NA,5.49,NA,NA,NA,NA
Pygoderma_bilabiatum,0,NA,NA,NA,NA,18.5,NA,NA,NA,0.98,1,NA,NA,NA
Rangifer_tarandus,1,1,NA,51,21.8,109088.5,222.5,136.87,5490.62,2,0.91,728.352624,7228.647376,0.055487407
Raphicerus_campestris,0,NA,NA,NA,14,11661.53,210,49.89,916.51,0.98,NA,228.125,4881.875,NA
Raphicerus_melanotis,0,NA,NA,NA,14,10503.14,NA,NA,NA,NA,NA,NA,NA,NA
Raphicerus_sharpei,0,NA,NA,NA,14,9396.9,212.91,NA,NA,1,NA,NA,NA,NA
Rattus_andamanensis,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
Rattus_annandalei,0,NA,NA,NA,NA,197.49,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_argentiventer,0,NA,NA,NA,NA,165.37,21.4,NA,NA,9.85,NA,48.66666667,NA,NA
Rattus_baluensis,0,NA,NA,NA,NA,107.5,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_colletti,0,NA,NA,NA,NA,146.48,NA,NA,NA,NA,NA,60.83333333,NA,NA
Rattus_elaphinus,0,NA,NA,NA,NA,131.35,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_everetti,0,NA,NA,NA,NA,253.53,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_exulans,1,1,1,120,1.125,50.63,21.34,28,2.43,3.7,3.9,173.55,237.075,0.394768506
Rattus_feliceus,0,NA,NA,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_fuscipes,0,NA,NA,NA,5.3,124.58,22.95,25.38,4.24,4.58,3.3,136.87,1797.63,0.061528824
Rattus_jobiensis,0,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_leucopus,0,NA,NA,NA,NA,200.89,22.8125,25.24583333,NA,3.45,NA,141.33,NA,NA
Rattus_losea,0,NA,NA,NA,NA,104.63,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_lutreolus,0,NA,NA,NA,4.4,106,24.81,25,4.94,4.45,2.4,112,1494,0.101796073
Rattus_mindorensis,0,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA
Rattus_mordax,0,NA,NA,NA,NA,230,NA,NA,NA,2.47,NA,NA,NA,NA
Rattus_morotaiensis,0,NA,NA,NA,NA,148.25,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_niobe,0,NA,NA,NA,NA,45.07,NA,NA,NA,2.15,NA,NA,NA,NA
Rattus_nitidus,0,NA,NA,NA,NA,100.02,NA,NA,NA,3.09,NA,NA,NA,NA
Rattus_norvegicus,1,1,1,80,3.8,282.89,21.74,25.37,5.8,8.99,3.5,91.25,1295.75,0.080482897
Rattus_novaeguineae,0,NA,NA,NA,NA,133,NA,NA,NA,5.37,NA,NA,NA,NA
Rattus_omichlodes,0,NA,NA,NA,NA,70.02,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_praetor,1,1,NA,10,NA,194.43,NA,NA,NA,4.37,NA,NA,NA,NA
Rattus_pyctoris,0,NA,NA,NA,NA,NA,NA,NA,NA,4.23,NA,NA,NA,NA
Rattus_rattus,1,1,1,130,4.2,142.68,23.45,28,4.53,5.88,3.75,143.14,1389.86,0.070031034
Rattus_richardsoni,0,NA,NA,NA,NA,64.29,NA,NA,NA,2.15,NA,NA,NA,NA
Rattus_sordidus,0,NA,NA,NA,NA,157.5,21.89,NA,3,5.99,NA,77,NA,NA
Rattus_steini,0,NA,NA,NA,NA,151.17,NA,NA,NA,3.65,NA,NA,NA,NA
Rattus_tanezumi,1,1,NA,21,NA,140.84,NA,NA,NA,NA,NA,NA,NA,NA
Rattus_tiomanicus,0,NA,NA,NA,NA,119.29,21.99,NA,4.1,3.87,NA,NA,NA,NA
Rattus_tunneyi,0,NA,NA,NA,NA,169.29,22.29,22.8125,NA,5.34,NA,56,NA,NA
Rattus_vandeuseni,0,NA,NA,NA,NA,67.24,NA,NA,NA,2.15,NA,NA,NA,NA
Rattus_verecundus,0,NA,NA,NA,NA,97.02,23.72,19.5,NA,2.15,NA,NA,NA,NA
Rattus_villosissimus,0,NA,NA,NA,NA,221.76,NA,NA,NA,NA,NA,70.87083333,NA,NA
Ratufa_affinis,0,NA,NA,NA,NA,1155.82,NA,NA,NA,NA,NA,NA,NA,NA
Ratufa_bicolor,0,NA,NA,NA,19,1609.08,31.5,68.2,77,1.5,2,1078.270833,5856.729167,0.031160737
Ratufa_indica,0,NA,NA,NA,20,1060,83.64,NA,NA,1,NA,NA,NA,NA
Ratufa_macroura,0,NA,NA,NA,NA,1326.24,28,62.99,NA,3.49,1.5,730,NA,NA
Redunca_arundinum,0,NA,NA,NA,16.8,58059.24,220.52,NA,4500,0.98,NA,NA,NA,NA
Redunca_fulvorufula,0,NA,NA,NA,15,29352.66,222.99,82.12,2719.09,1,1.09,394.2,5080.8,0.065907413
Redunca_redunca,0,NA,NA,NA,18,43288.95,228.12,NA,NA,1,NA,3650,2920,NA
Reithrodon_auritus,0,NA,NA,NA,5.5,79.73,NA,NA,NA,3.4,NA,60.83333333,1946.666667,NA
Reithrodontomys_brevirostris,0,NA,NA,NA,NA,12.9,NA,NA,NA,3.4,NA,NA,NA,NA
Reithrodontomys_burti,0,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
Reithrodontomys_chrysopsis,0,NA,NA,NA,NA,19,NA,NA,NA,3.4,NA,NA,NA,NA
Reithrodontomys_creper,0,NA,NA,NA,NA,22.8,NA,NA,NA,2.21,NA,NA,NA,NA
Reithrodontomys_darienensis,0,NA,NA,NA,NA,12.99,NA,NA,NA,3.88,NA,NA,NA,NA
Reithrodontomys_fulvescens,0,NA,NA,NA,NA,11.55,NA,14.44,1.11,3.76,2,NA,NA,NA
Reithrodontomys_gracilis,0,NA,NA,NA,NA,12.47,NA,NA,NA,3.11,NA,NA,NA,NA
Reithrodontomys_hirsutus,0,NA,NA,NA,NA,20,NA,NA,NA,3.88,NA,NA,NA,NA
Reithrodontomys_humulis,0,NA,NA,NA,2.25,8.25,21.26,20.92,1.07,2.99,NA,104.6333333,716.6166667,NA
Reithrodontomys_megalotis,0,NA,NA,NA,1.5,10.72,23.5,20,1.36,4.18,4.5,62,485.5,0.16706717
Reithrodontomys_mexicanus,0,NA,NA,NA,NA,15.71,NA,NA,NA,2.91,NA,NA,NA,NA
Reithrodontomys_microdon,0,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
Reithrodontomys_montanus,0,NA,NA,NA,NA,10.9,21,14,0.99,3.94,NA,84,NA,NA
Reithrodontomys_raviventris,0,NA,NA,NA,2.583333333,10.95,22.5,NA,NA,3.88,1.5,NA,NA,NA
Reithrodontomys_spectabilis,0,NA,NA,NA,NA,20.19,NA,NA,NA,NA,NA,NA,NA,NA
Reithrodontomys_sumichrasti,0,NA,NA,NA,NA,19,NA,NA,NA,3.49,NA,NA,NA,NA
Reithrodontomys_tenuirostris,0,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
Rhabdomys_pumilio,0,NA,NA,NA,4.5,40.73,25.44,14,2.5,5.28,7,90.62,1551.88,0.0335998
Rhagomys_rufescens,0,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA
